# All_xvalues,All_yvalues,CE_xvalues,CE_yvalues,stable_xvalues,stable_yvalues,lowZ_xvalues,lowZ_yvalues,midZ_xvalues,midZ_yvalues,highZ_xvalues,highZ_yvalues
-2.899999999999999911e+00,0.000000000000000000e+00,-2.899999999999999911e+00,0.000000000000000000e+00,-2.899999999999999911e+00,0.000000000000000000e+00,-2.899999999999999911e+00,0.000000000000000000e+00,-2.899999999999999911e+00,0.000000000000000000e+00,-2.899999999999999911e+00,0.000000000000000000e+00
-2.699999999999999734e+00,0.000000000000000000e+00,-2.699999999999999734e+00,0.000000000000000000e+00,-2.699999999999999734e+00,0.000000000000000000e+00,-2.699999999999999734e+00,0.000000000000000000e+00,-2.699999999999999734e+00,0.000000000000000000e+00,-2.699999999999999734e+00,0.000000000000000000e+00
-2.499999999999999556e+00,0.000000000000000000e+00,-2.499999999999999556e+00,0.000000000000000000e+00,-2.499999999999999556e+00,0.000000000000000000e+00,-2.499999999999999556e+00,0.000000000000000000e+00,-2.499999999999999556e+00,0.000000000000000000e+00,-2.499999999999999556e+00,0.000000000000000000e+00
-2.299999999999999378e+00,1.274815569112817742e-03,-2.299999999999999378e+00,1.274815569112817742e-03,-2.299999999999999378e+00,0.000000000000000000e+00,-2.299999999999999378e+00,9.306561629312541835e-04,-2.299999999999999378e+00,2.007360812335752293e-04,-2.299999999999999378e+00,1.434233249479884649e-04
-2.099999999999999201e+00,3.025365605876912944e-01,-2.099999999999999201e+00,2.889994378433311528e-01,-2.099999999999999201e+00,1.353712274436016938e-02,-2.099999999999999201e+00,2.569282683453318339e-01,-2.099999999999999201e+00,3.755291880003872734e-02,-2.099999999999999201e+00,8.055373442320754029e-03
-1.899999999999999023e+00,2.875844080538903391e+00,-1.899999999999999023e+00,2.831347887571860511e+00,-1.899999999999999023e+00,4.449619296704182547e-02,-1.899999999999999023e+00,2.552933360184781897e+00,-1.899999999999999023e+00,3.147727700810201146e-01,-1.899999999999999023e+00,8.137950273100246976e-03
-1.699999999999998845e+00,4.515616611027799543e+00,-1.699999999999998845e+00,4.421781443218828933e+00,-1.699999999999998845e+00,9.383516780896236642e-02,-1.699999999999998845e+00,3.857882544984940765e+00,-1.699999999999998845e+00,6.539644354073883559e-01,-1.699999999999998845e+00,3.769630635469562764e-03
-1.499999999999998668e+00,4.692409932233815972e+00,-1.499999999999998668e+00,4.503834996554416215e+00,-1.499999999999998668e+00,1.885749356794117482e-01,-1.499999999999998668e+00,3.853811728660134772e+00,-1.499999999999998668e+00,8.316986383019818740e-01,-1.499999999999998668e+00,6.899565271704453072e-03
-1.299999999999998490e+00,4.782408650893297697e+00,-1.299999999999998490e+00,4.463332171282314853e+00,-1.299999999999998490e+00,3.190764796109787360e-01,-1.299999999999998490e+00,3.923249033907488137e+00,-1.299999999999998490e+00,8.420627021148560098e-01,-1.299999999999998490e+00,1.709691487096204332e-02
-1.099999999999998312e+00,5.063414155378264780e+00,-1.099999999999998312e+00,4.519043723086801023e+00,-1.099999999999998312e+00,5.443704322914572069e-01,-1.099999999999998312e+00,4.147073828447074284e+00,-1.099999999999998312e+00,8.885366275829302829e-01,-1.099999999999998312e+00,2.780369934824631142e-02
-8.999999999999981348e-01,5.273606977606084101e+00,-8.999999999999981348e-01,4.506666264585139636e+00,-8.999999999999981348e-01,7.669407130209731083e-01,-8.999999999999981348e-01,4.264693564958498051e+00,-8.999999999999981348e-01,9.465638022472419033e-01,-8.999999999999981348e-01,6.234961040035382623e-02
-6.999999999999979572e-01,5.451738815776334235e+00,-6.999999999999979572e-01,4.494727231090720920e+00,-6.999999999999979572e-01,9.570115846856397379e-01,-6.999999999999979572e-01,4.304428415774112615e+00,-6.999999999999979572e-01,9.873690304933412376e-01,-6.999999999999979572e-01,1.599413695088530707e-01
-4.999999999999977796e-01,5.494543584347857390e+00,-4.999999999999977796e-01,4.312609056906046234e+00,-4.999999999999977796e-01,1.181934527441809157e+00,-4.999999999999977796e-01,4.246000013706994203e+00,-4.999999999999977796e-01,1.011231361844016741e+00,-4.999999999999977796e-01,2.373122087968659588e-01
-2.999999999999976019e-01,5.406081740333043228e+00,-2.999999999999976019e-01,4.010937618844149455e+00,-2.999999999999976019e-01,1.395144121488880229e+00,-2.999999999999976019e-01,4.152442962449082842e+00,-2.999999999999976019e-01,1.011080389115072364e+00,-2.999999999999976019e-01,2.425583887688714524e-01
-9.999999999999742428e-02,5.323844751079613857e+00,-9.999999999999742428e-02,3.652665522600783365e+00,-9.999999999999742428e-02,1.671179228478849144e+00,-9.999999999999742428e-02,4.029528250958054336e+00,-9.999999999999742428e-02,1.044465385513195788e+00,-9.999999999999742428e-02,2.498511146083579881e-01
1.000000000000027534e-01,4.964236980859942250e+00,1.000000000000027534e-01,3.056220591273036025e+00,1.000000000000027534e-01,1.908016389586874029e+00,1.000000000000027534e-01,3.806987838222875009e+00,1.000000000000027534e-01,9.954200311274206125e-01,1.000000000000027534e-01,1.618291115096529009e-01
3.000000000000029310e-01,4.622343079081352890e+00,3.000000000000029310e-01,2.473818574989407271e+00,3.000000000000029310e-01,2.148524504091918974e+00,3.000000000000029310e-01,3.531007373910564073e+00,3.000000000000029310e-01,9.472303064449157928e-01,3.000000000000029310e-01,1.441053987258634206e-01
5.000000000000031086e-01,4.177777759866767582e+00,5.000000000000031086e-01,1.860404050233285034e+00,5.000000000000031086e-01,2.317373709633458123e+00,5.000000000000031086e-01,3.152476115272565771e+00,5.000000000000031086e-01,9.142064232322508754e-01,5.000000000000031086e-01,1.110952213619750689e-01
7.000000000000032863e-01,3.899709985612610730e+00,7.000000000000032863e-01,1.507163766385068104e+00,7.000000000000032863e-01,2.392546219227533744e+00,7.000000000000032863e-01,2.969374707714245165e+00,7.000000000000032863e-01,7.997115554303362295e-01,7.000000000000032863e-01,1.306237224680509568e-01
9.000000000000034639e-01,3.575382529090084915e+00,9.000000000000034639e-01,1.254094370805612924e+00,9.000000000000034639e-01,2.321288158284491754e+00,9.000000000000034639e-01,2.703228097394475338e+00,9.000000000000034639e-01,7.660138573522045080e-01,9.000000000000034639e-01,1.061405743434114812e-01
1.100000000000003642e+00,2.404573690386638152e+00,1.100000000000003642e+00,8.747800464848726198e-01,1.100000000000003642e+00,1.529793643901754319e+00,1.100000000000003642e+00,1.792130582854649434e+00,1.100000000000003642e+00,5.254368555503170501e-01,1.100000000000003642e+00,8.700625198167177832e-02
1.300000000000003819e+00,0.000000000000000000e+00,1.300000000000003819e+00,0.000000000000000000e+00,1.300000000000003819e+00,0.000000000000000000e+00,1.300000000000003819e+00,0.000000000000000000e+00,1.300000000000003819e+00,0.000000000000000000e+00,1.300000000000003819e+00,0.000000000000000000e+00
1.500000000000003997e+00,0.000000000000000000e+00,1.500000000000003997e+00,0.000000000000000000e+00,1.500000000000003997e+00,0.000000000000000000e+00,1.500000000000003997e+00,0.000000000000000000e+00,1.500000000000003997e+00,0.000000000000000000e+00,1.500000000000003997e+00,0.000000000000000000e+00
1.700000000000004174e+00,0.000000000000000000e+00,1.700000000000004174e+00,0.000000000000000000e+00,1.700000000000004174e+00,0.000000000000000000e+00,1.700000000000004174e+00,0.000000000000000000e+00,1.700000000000004174e+00,0.000000000000000000e+00,1.700000000000004174e+00,0.000000000000000000e+00
